"TransID","Date","CustomerID","ProductID"
97,2018-09-07,636,1
98,2018-09-07,641,2
99,2018-09-07,643,2
100,2018-09-07,654,2
101,2018-09-07,656,3
102,2018-09-07,662,2
103,2018-09-07,663,1
104,2018-09-07,672,2
105,2018-09-08,676,2
106,2018-09-08,685,3
107,2018-09-08,688,1
108,2018-09-08,690,1
109,2018-09-08,704,1
110,2018-09-08,709,1
111,2018-09-08,712,4
112,2018-09-08,735,1
113,2018-09-08,737,2
114,2018-09-08,741,1
115,2018-09-08,746,1
116,2018-09-08,772,3
117,2018-09-08,792,4
118,2018-09-08,802,2
119,2018-09-08,804,2
120,2018-09-08,809,3
121,2018-09-09,812,3
122,2018-09-09,815,1
123,2018-09-09,816,4
124,2018-09-09,819,4
125,2018-09-09,827,1
126,2018-09-09,830,1
127,2018-09-09,835,2
128,2018-09-09,838,2
129,2018-09-09,840,4
130,2018-09-09,841,2
131,2018-09-09,843,2
132,2018-09-09,872,3
133,2018-09-09,875,2
134,2018-09-09,877,4
135,2018-09-09,902,2
136,2018-09-09,907,4
137,2018-09-10,912,2
138,2018-09-10,916,2
139,2018-09-10,927,1
140,2018-09-10,932,2
141,2018-09-10,933,2
142,2018-09-10,937,1
143,2018-09-10,941,1
144,2018-09-10,945,2
145,2018-09-10,953,1
146,2018-09-10,954,3
147,2018-09-10,972,1
148,2018-09-11,1009,2
149,2018-09-11,1014,1
150,2018-09-11,1021,4
151,2018-09-11,1024,2
152,2018-09-11,1033,2
153,2018-09-11,1051,3
154,2018-09-11,1060,4
155,2018-09-11,1071,1
156,2018-09-11,1075,4
157,2018-09-11,1079,1
158,2018-09-11,1085,1
159,2018-09-11,1103,2
160,2018-09-12,1131,1
161,2018-09-12,1141,1
162,2018-09-12,1157,4
163,2018-09-12,1168,4
164,2018-09-12,1180,2
165,2018-09-12,1200,1
166,2018-09-12,1210,1
167,2018-09-12,1224,1
168,2018-09-13,1226,4
169,2018-09-13,1227,2
170,2018-09-13,1233,2
171,2018-09-13,1235,2
172,2018-09-13,1241,1
173,2018-09-13,1263,1
174,2018-09-13,1269,3
175,2018-09-13,1272,1
176,2018-09-13,1273,3
177,2018-09-13,1275,2
178,2018-09-13,1292,2
179,2018-09-13,1301,2
180,2018-09-13,1313,1
181,2018-09-14,1325,3
182,2018-09-14,1329,2
183,2018-09-14,1355,2
184,2018-09-14,1361,1
185,2018-09-14,1363,4
186,2018-09-14,1375,1
187,2018-09-14,1379,1
188,2018-09-14,1386,4
189,2018-09-14,1389,3
190,2018-09-14,1403,2
191,2018-09-14,1405,2
192,2018-09-14,1409,2
193,2018-09-14,1427,1
194,2018-09-15,1431,3
195,2018-09-15,1455,1
196,2018-09-15,1457,4
197,2018-09-15,1459,4
198,2018-09-15,1460,1
199,2018-09-15,1466,1
200,2018-09-15,1471,1
201,2018-09-15,1477,2
202,2018-09-15,1478,1
203,2018-09-15,1479,1
204,2018-09-15,1509,1
205,2018-09-15,1512,4
206,2018-09-16,1517,3
207,2018-09-16,1519,2
208,2018-09-16,1541,1
209,2018-09-16,1566,2
210,2018-09-16,1570,4
211,2018-09-16,1573,1
212,2018-09-16,1575,1
213,2018-09-16,1588,1
214,2018-09-16,1593,1
215,2018-09-16,1596,2
216,2018-09-16,1597,2
217,2018-09-16,1605,3
218,2018-09-16,1609,1
219,2018-09-16,1621,1
220,2018-09-16,1623,3
221,2018-09-16,1625,1
222,2018-09-16,1656,1
223,2018-09-16,1658,2
224,2018-09-16,1662,1
225,2018-09-16,1668,4
226,2018-09-16,1671,2
227,2018-09-16,1672,1
228,2018-09-17,1682,2
229,2018-09-17,1692,2
230,2018-09-17,1705,2
231,2018-09-17,1712,4
232,2018-09-17,1713,1
233,2018-09-17,1733,1
234,2018-09-17,1744,4
235,2018-09-18,1748,1
236,2018-09-18,1769,4
237,2018-09-18,1790,3
238,2018-09-18,1792,1
239,2018-09-18,1819,1
240,2018-09-18,1821,2
241,2018-09-18,1825,1
242,2018-09-18,1827,3
243,2018-09-18,1836,1
244,2018-09-18,1865,1
245,2018-09-18,1869,2
246,2018-09-18,1880,1
247,2018-09-19,1888,4
248,2018-09-19,1904,1
249,2018-09-19,1911,2
250,2018-09-19,1926,3
251,2018-09-19,1928,1
252,2018-09-19,1930,4
253,2018-09-19,1942,1
254,2018-09-19,1945,1
255,2018-09-20,1947,1
256,2018-09-20,1950,2
257,2018-09-20,1951,1
258,2018-09-20,1965,2
259,2018-09-20,1971,3
260,2018-09-20,1973,4
261,2018-09-20,1982,2
262,2018-09-20,2006,2
263,2018-09-20,2013,4
264,2018-09-20,2018,1
265,2018-09-20,2021,2
266,2018-09-21,2027,1
267,2018-09-21,2038,1
268,2018-09-21,2042,2
269,2018-09-21,2056,4
270,2018-09-21,2061,1
271,2018-09-21,2066,2
272,2018-09-21,2099,2
273,2018-09-21,2101,1
274,2018-09-21,2107,3
275,2018-09-21,2146,1
276,2018-09-21,2162,1
277,2018-09-22,2163,2
278,2018-09-22,2166,2
279,2018-09-22,2168,1
280,2018-09-22,2172,4
281,2018-09-22,2185,3
282,2018-09-22,2188,1
283,2018-09-22,2194,4
284,2018-09-22,2195,4
285,2018-09-22,2201,1
286,2018-09-22,2204,1
287,2018-09-22,2205,2
288,2018-09-22,2215,1
289,2018-09-23,2216,1
290,2018-09-23,2231,2
291,2018-09-23,2241,2
292,2018-09-23,2250,5
293,2018-09-23,2256,4
294,2018-09-23,2281,4
295,2018-09-23,2298,2
296,2018-09-23,2314,1
297,2018-09-23,2321,3
298,2018-09-23,2328,1
299,2018-09-23,2334,1
300,2018-09-23,2345,3
301,2018-09-23,2348,3
302,2018-09-23,2351,1
303,2018-09-23,2358,1
304,2018-09-23,2362,3
305,2018-09-23,2363,2
306,2018-09-23,2374,3
307,2018-09-24,2379,2
308,2018-09-24,2391,2
309,2018-09-24,2396,1
310,2018-09-24,2412,2
311,2018-09-24,2430,1
312,2018-09-24,2434,3
313,2018-09-24,2452,3
314,2018-09-24,2481,1
315,2018-09-24,2482,1
316,2018-09-24,2483,1
317,2018-09-25,2493,2
318,2018-09-25,2494,1
319,2018-09-25,2508,2
320,2018-09-25,2511,2
321,2018-09-25,2517,2
322,2018-09-25,2523,1
323,2018-09-25,2549,1
324,2018-09-25,2559,3
325,2018-09-25,2569,1
326,2018-09-25,2576,2
327,2018-09-25,2585,1
328,2018-09-26,2590,1
329,2018-09-26,2601,2
330,2018-09-26,2614,2
331,2018-09-26,2635,2
332,2018-09-26,2648,1
333,2018-09-26,2657,1
334,2018-09-26,2666,1
335,2018-09-26,2670,3
336,2018-09-26,2672,1
337,2018-09-26,2675,2
338,2018-09-26,2679,2
339,2018-09-27,2683,3
340,2018-09-27,2695,3
341,2018-09-27,2702,1
342,2018-09-27,2709,1
343,2018-09-27,2717,1
344,2018-09-27,2726,1
345,2018-09-27,2739,3
346,2018-09-27,2743,1
347,2018-09-27,2749,1
348,2018-09-27,2764,3
349,2018-09-28,2779,4
350,2018-09-28,2784,2
351,2018-09-28,2791,2
352,2018-09-28,2795,5
353,2018-09-28,2798,1
354,2018-09-28,2820,1
355,2018-09-28,2821,2
356,2018-09-28,2822,3
357,2018-09-28,2830,2
358,2018-09-28,2841,2
359,2018-09-28,2846,2
360,2018-09-28,2849,4
361,2018-09-28,2853,2
362,2018-09-28,2860,1
363,2018-09-28,2866,3
364,2018-09-28,2876,2
365,2018-09-28,2882,2
366,2018-09-29,2883,1
367,2018-09-29,2885,1
368,2018-09-29,2893,3
369,2018-09-29,2899,2
370,2018-09-29,2904,1
371,2018-09-29,2920,3
372,2018-09-29,2922,3
373,2018-09-29,2928,1
374,2018-09-29,2939,3
375,2018-09-29,2950,1
376,2018-09-29,2952,1
377,2018-09-29,2959,4
378,2018-09-30,2961,4
379,2018-09-30,2969,2
380,2018-09-30,2973,3
381,2018-09-30,2988,3
382,2018-09-30,2992,2
383,2018-09-30,2995,5
384,2018-09-30,3000,2
385,2018-09-30,3006,2
386,2018-09-30,3008,2
387,2018-09-30,3018,1
388,2018-09-30,3025,1
389,2018-09-30,3026,2
390,2018-09-30,3038,1
391,2018-09-30,3040,1
392,2018-09-30,3041,3
393,2018-09-30,3052,1
394,2018-09-30,3057,1
395,2018-09-30,3080,3
396,2018-09-30,3081,1
397,2018-09-30,3094,4
398,2018-09-30,3107,1
399,2018-09-30,3117,2
400,2018-10-01,3123,2
401,2018-10-01,3138,2
402,2018-10-01,3147,3
403,2018-10-01,3153,1
404,2018-10-01,3160,1
405,2018-10-01,3161,2
406,2018-10-01,3162,1
407,2018-10-01,3174,2
408,2018-10-01,3213,2
409,2018-10-01,3226,2
410,2018-10-01,3247,3
411,2018-10-01,3252,2
412,2018-10-01,3253,2
413,2018-10-01,3257,1
414,2018-10-01,3262,4
415,2018-10-02,3271,2
416,2018-10-02,3290,2
417,2018-10-02,3315,4
418,2018-10-02,3326,2
419,2018-10-02,3344,1
420,2018-10-02,3366,2
421,2018-10-02,3372,2
422,2018-10-02,3377,2
423,2018-10-02,3378,4
424,2018-10-02,3379,2
425,2018-10-02,3386,1
426,2018-10-02,3388,1
427,2018-10-02,3390,1
428,2018-10-02,3391,1
429,2018-10-02,3393,1
430,2018-10-03,3405,4
431,2018-10-03,3414,2
432,2018-10-03,3432,3
433,2018-10-03,3462,1
434,2018-10-04,3470,4
435,2018-10-04,3474,1
436,2018-10-04,3478,4
437,2018-10-04,3482,1
438,2018-10-04,3493,2
439,2018-10-04,3496,1
440,2018-10-04,3509,1
441,2018-10-04,3515,1
442,2018-10-04,3538,1
443,2018-10-04,3539,3
444,2018-10-04,3541,2
445,2018-10-04,3549,2
446,2018-10-04,3575,2
447,2018-10-05,3592,1
448,2018-10-05,3618,2
449,2018-10-05,3621,1
450,2018-10-05,3629,4
451,2018-10-05,3630,2
452,2018-10-05,3647,1
453,2018-10-05,3659,1
454,2018-10-05,3664,4
455,2018-10-05,3668,2
456,2018-10-05,3670,1
457,2018-10-05,3701,1
458,2018-10-06,3711,4
459,2018-10-06,3721,2
460,2018-10-06,3725,1
461,2018-10-06,3747,1
462,2018-10-06,3755,1
463,2018-10-06,3771,2
464,2018-10-06,3776,1
465,2018-10-06,3782,3
466,2018-10-06,3785,4
467,2018-10-06,3791,2
468,2018-10-06,3810,2
469,2018-10-06,3812,1
470,2018-10-06,3815,3
471,2018-10-06,3858,2
472,2018-10-06,3862,3
473,2018-10-06,3863,4
474,2018-10-06,3876,1
475,2018-10-06,3878,1
476,2018-10-06,3880,1
477,2018-10-07,3898,2
478,2018-10-07,3952,2
479,2018-10-07,3953,1
480,2018-10-07,3986,1
481,2018-10-07,3987,3
482,2018-10-07,4009,3
483,2018-10-07,4013,1
484,2018-10-07,4018,1
485,2018-10-07,4031,2
486,2018-10-07,4050,2
487,2018-10-07,4051,1
488,2018-10-07,4062,2
489,2018-10-07,4064,1
490,2018-10-07,4072,5
491,2018-10-07,4078,4
492,2018-10-07,4086,4
493,2018-10-07,4088,1
494,2018-10-07,4107,1
495,2018-10-07,4123,1
496,2018-10-07,4129,2
497,2018-10-07,4131,1
498,2018-10-08,4148,1
499,2018-10-08,4150,3
500,2018-10-08,4168,4
501,2018-10-08,4172,1
502,2018-10-09,4178,2
503,2018-10-09,4180,1
504,2018-10-09,4187,4
505,2018-10-09,4191,2
506,2018-10-09,4199,1
507,2018-10-09,4204,2
508,2018-10-09,4208,1
509,2018-10-09,4213,4
510,2018-10-09,4220,1
511,2018-10-09,4224,1
512,2018-10-09,4238,1
513,2018-10-09,4240,1
514,2018-10-09,4272,1
515,2018-10-09,4279,4
516,2018-10-09,4300,2
517,2018-10-09,4301,1
518,2018-10-10,4314,1
519,2018-10-10,4321,1
520,2018-10-10,4327,1
521,2018-10-10,4334,5
522,2018-10-10,4343,2
523,2018-10-10,4346,2
524,2018-10-10,4356,1
525,2018-10-10,4361,2
526,2018-10-10,4363,4
527,2018-10-10,4370,1
528,2018-10-10,4371,1
529,2018-10-10,4389,2
530,2018-10-10,4395,2
531,2018-10-11,4406,3
532,2018-10-11,4428,4
533,2018-10-11,4439,1
534,2018-10-11,4444,3
535,2018-10-11,4458,2
536,2018-10-11,4466,1
537,2018-10-11,4468,1
538,2018-10-11,4473,4
539,2018-10-11,4483,2
540,2018-10-11,4491,4
541,2018-10-12,4510,2
542,2018-10-12,4521,4
543,2018-10-12,4523,2
544,2018-10-12,4531,3
545,2018-10-12,4539,4
546,2018-10-12,4553,2
547,2018-10-12,4580,3
548,2018-10-12,4582,2
549,2018-10-12,4586,2
550,2018-10-12,4608,4
551,2018-10-13,4629,1
552,2018-10-13,4631,2
553,2018-10-13,4636,1
554,2018-10-13,4637,3
555,2018-10-13,4643,1
556,2018-10-13,4685,2
557,2018-10-13,4687,1
558,2018-10-13,4695,1
559,2018-10-13,4700,4
560,2018-10-13,4705,2
561,2018-10-13,4708,3
562,2018-10-13,4713,2
563,2018-10-14,4714,2
564,2018-10-14,4727,2
565,2018-10-14,4738,2
566,2018-10-14,4758,4
567,2018-10-14,4759,3
568,2018-10-14,4766,1
569,2018-10-14,4776,1
570,2018-10-14,4780,2
571,2018-10-14,4781,1
572,2018-10-14,4787,3
573,2018-10-14,4791,2
574,2018-10-14,4793,1
575,2018-10-14,4795,2
576,2018-10-14,4809,1
577,2018-10-14,4810,3
578,2018-10-14,4854,1
579,2018-10-14,4863,2
580,2018-10-14,4895,1
581,2018-10-14,4903,2
582,2018-10-14,4911,3
583,2018-10-14,4934,2
584,2018-10-14,4936,1
585,2018-10-14,4959,2
586,2018-10-14,4973,1
587,2018-10-14,4988,2
588,2018-10-15,4989,4
589,2018-10-15,1431,1
590,2018-10-15,2493,1
591,2018-10-15,3493,4
592,2018-10-15,1060,3
593,2018-10-15,2523,2
594,2018-10-15,2195,1
595,2018-10-15,2205,4
596,2018-10-15,2846,5
597,2018-10-15,2481,2
598,2018-10-15,3725,2
599,2018-10-15,2231,3
600,2018-10-15,3366,3
601,2018-10-15,3057,2
602,2018-10-16,1233,1
603,2018-10-16,2482,2
604,2018-10-16,1865,1
605,2018-10-16,542,1
606,2018-10-16,3747,1
607,2018-10-16,4700,2
608,2018-10-16,2027,1
609,2018-10-16,4643,3
610,2018-10-16,912,4
611,2018-10-16,2920,1
612,2018-10-16,489,2
613,2018-10-16,4279,3
614,2018-10-16,407,1
615,2018-10-17,656,2
616,2018-10-17,1131,2
617,2018-10-17,2358,3
618,2018-10-17,291,1
619,2018-10-17,1509,1
620,2018-10-17,3372,3
621,2018-10-17,1269,3
622,2018-10-17,2379,2
623,2018-10-17,2849,2
624,2018-10-18,1672,2
625,2018-10-18,2204,3
626,2018-10-18,382,4
627,2018-10-18,3747,3
628,2018-10-18,1904,3
629,2018-10-18,4903,2
630,2018-10-19,420,3
631,2018-10-19,3815,2
632,2018-10-19,2205,3
633,2018-10-19,3107,1
634,2018-10-19,1405,1
635,2018-10-19,4123,2
636,2018-10-19,1517,4
637,2018-10-19,1403,3
638,2018-10-19,2795,1
639,2018-10-19,1662,2
640,2018-10-19,1951,1
641,2018-10-19,3366,2
642,2018-10-19,3880,3
643,2018-10-20,2107,1
644,2018-10-20,3538,1
645,2018-10-20,2281,1
646,2018-10-20,4018,1
647,2018-10-20,4911,1
648,2018-10-20,351,2
649,2018-10-20,1224,1
650,2018-10-20,175,3
651,2018-10-20,4936,1
652,2018-10-20,1329,2
653,2018-10-20,1593,4
654,2018-10-20,1051,3
655,2018-10-20,4064,2
656,2018-10-20,345,1
657,2018-10-20,2099,1
658,2018-10-20,3711,1
659,2018-10-20,387,1
660,2018-10-20,3213,3
661,2018-10-20,4793,5
662,2018-10-20,2920,2
663,2018-10-20,3432,4
664,2018-10-20,1272,1
665,2018-10-20,1656,4
666,2018-10-20,2822,4
667,2018-10-21,1457,3
668,2018-10-21,4123,3
669,2018-10-21,73,1
670,2018-10-21,3952,3
671,2018-10-21,676,3
672,2018-10-21,1263,3
673,2018-10-21,3474,2
674,2018-10-21,4150,2
675,2018-10-21,663,1
676,2018-10-21,2481,2
677,2018-10-21,3747,4
678,2018-10-21,2670,1
679,2018-10-21,3081,1
680,2018-10-21,3405,4
681,2018-10-21,2841,1
682,2018-10-21,916,2
683,2018-10-21,3271,1
684,2018-10-21,1235,2
685,2018-10-21,1951,1
686,2018-10-21,816,1
687,2018-10-21,2517,3
688,2018-10-22,2969,2
689,2018-10-22,4759,2
690,2018-10-22,603,3
691,2018-10-22,2657,1
692,2018-10-22,2749,1
693,2018-10-22,3386,1
694,2018-10-22,4483,4
695,2018-10-23,1227,1
696,2018-10-23,3161,2
697,2018-10-23,3863,2
698,2018-10-23,3162,2
699,2018-10-23,4787,1
700,2018-10-23,2379,3
701,2018-10-23,1403,2
702,2018-10-23,3618,1
703,2018-10-23,933,1
704,2018-10-23,2764,2
705,2018-10-23,3470,1
706,2018-10-23,100,2
707,2018-10-23,3366,2
708,2018-10-23,4343,3
709,2018-10-23,802,2
710,2018-10-23,489,1
711,2018-10-24,2215,2
712,2018-10-24,1748,2
713,2018-10-24,841,1
714,2018-10-24,469,2
715,2018-10-24,542,2
716,2018-10-24,1869,2
717,2018-10-24,3081,2
718,2018-10-24,2027,1
719,2018-10-24,2482,2
720,2018-10-24,351,2
721,2018-10-24,307,1
722,2018-10-24,4172,3
723,2018-10-24,4714,1
724,2018-10-24,3659,1
725,2018-10-24,2511,2
726,2018-10-24,2162,2
727,2018-10-24,709,2
728,2018-10-24,4959,1
729,2018-10-24,1180,4
730,2018-10-24,1819,2
731,2018-10-24,2511,1
732,2018-10-24,4272,2
733,2018-10-25,2493,4
734,2018-10-25,1825,1
735,2018-10-25,4199,4
736,2018-10-25,902,1
737,2018-10-25,483,1
738,2018-10-25,2452,2
739,2018-10-25,2846,2
740,2018-10-25,570,2
741,2018-10-25,3509,1
742,2018-10-25,2795,1
743,2018-10-25,877,2
744,2018-10-26,218,2
745,2018-10-26,469,4
746,2018-10-26,3953,1
747,2018-10-26,812,4
748,2018-10-26,4129,2
749,2018-10-26,3785,2
750,2018-10-26,902,2
751,2018-10-26,3123,2
752,2018-10-26,2841,1
753,2018-10-26,4131,1
754,2018-10-26,2822,3
755,2018-10-26,690,2
756,2018-10-26,540,1
757,2018-10-27,4781,2
758,2018-10-27,2205,2
759,2018-10-27,3515,1
760,2018-10-27,3812,1
761,2018-10-27,249,1
762,2018-10-27,621,2
763,2018-10-27,1713,2
764,2018-10-27,2576,2
765,2018-10-27,1460,1
766,2018-10-27,4062,2
767,2018-10-27,249,3
768,2018-10-27,704,2
769,2018-10-27,3393,2
770,2018-10-27,436,4
771,2018-10-27,2205,1
772,2018-10-27,4062,2
773,2018-10-27,2363,2
774,2018-10-27,2679,4
775,2018-10-27,3618,2
776,2018-10-27,212,1
777,2018-10-27,566,1
778,2018-10-27,457,3
779,2018-10-27,3057,1
780,2018-10-27,3147,1
781,2018-10-27,4428,4
782,2018-10-28,338,4
783,2018-10-28,2027,1
784,2018-10-28,1942,1
785,2018-10-28,4088,2
786,2018-10-28,2841,1
787,2018-10-28,838,1
788,2018-10-28,1060,1
789,2018-10-28,307,1
790,2018-10-28,570,1
791,2018-10-28,31,4
792,2018-10-29,2764,4
793,2018-10-29,4895,3
794,2018-10-29,2764,2
795,2018-10-29,2334,1
796,2018-10-29,2670,1
797,2018-10-29,1427,1
798,2018-10-29,1951,1
799,2018-10-29,345,2
800,2018-10-29,1880,2
801,2018-10-29,2162,3
802,2018-10-29,872,3
803,2018-10-30,3366,2
804,2018-10-30,157,1
805,2018-10-30,5,2
806,2018-10-30,4361,2
807,2018-10-30,2749,1
808,2018-10-30,4531,1
809,2018-10-30,3863,1
810,2018-10-30,3026,4
811,2018-10-31,746,1
812,2018-10-31,263,1
813,2018-10-31,1466,1
814,2018-10-31,654,3
815,2018-10-31,3057,1
816,2018-10-31,2779,4
817,2018-10-31,2846,2
818,2018-10-31,3174,3
819,2018-10-31,2027,2
820,2018-10-31,3952,2
