"PlayID","Date","CustomerID","Experience","Pokestops","Gyms","Raids","Social","Pokemons","Distance","Duration"
33,2018-05-01,4622,4822,13,9,1,2,13,3.22442259763247,128.48626806469
34,2018-05-01,3825,6678,17,4,4,1,14,1.28166038245316,36.0637951965857
35,2018-05-01,1266,6014,11,17,1,1,13,2.13752957345732,138.997135529869
36,2018-05-01,4891,7059,15,19,1,0,6,12.0932476024184,50.1923634923301
37,2018-05-01,4496,3734,19,10,0,0,14,0.841818284468303,33.9058390282651
38,2018-05-01,1155,3791,19,5,0,0,30,3.41205527992341,113.572980733228
39,2018-05-01,3416,5372,19,15,0,1,16,4.22119999599088,74.0983622243134
40,2018-05-01,4834,2522,16,4,0,1,10,2.22109628410392,69.440824705388
41,2018-05-01,687,4309,17,7,0,1,23,7.08676219086094,71.0496909405071
42,2018-05-01,3415,3772,17,7,0,0,20,5.22438678239558,47.5758144206403
43,2018-05-01,1748,4082,13,3,1,1,10,11.3249472609003,31.7669704120245
44,2018-05-01,4999,4624,13,8,1,3,9,3.23960806381289,116.150665738566
45,2018-05-01,4218,4138,9,5,2,1,8,0.877919949154392,114.065809693829
46,2018-05-01,2370,5577,16,15,0,0,34,0.774069320413715,18.7249343188
47,2018-05-01,2713,2764,14,4,0,2,9,4.13784615549761,27.9408198385765
48,2018-05-01,2548,3363,12,4,1,1,11,2.12868787233686,105.280057947427
49,2018-05-01,4130,4607,22,7,0,0,24,9.0747569876141,69.2624001350065
50,2018-05-01,1557,3355,14,3,0,5,16,2.5534496214921,117.887237940695
51,2018-05-01,4700,3588,21,6,0,0,23,1.88419673253136,58.5468786806923
52,2018-05-01,3995,5562,14,9,2,0,13,4.11906705168733,28.1175180485641
53,2018-05-01,2028,4557,14,6,1,2,15,5.07160007203007,35.9942370186168
54,2018-05-01,1016,5380,17,5,2,1,17,4.80111609870224,36.6262690032589
55,2018-05-01,669,5064,11,4,2,2,11,7.63718368557003,47.636067645604
56,2018-05-01,2537,5451,17,17,0,0,17,3.51234120156296,80.6467767133035
57,2018-05-01,3487,3450,19,5,0,2,13,4.50089227705095,28.481671346912
58,2018-05-01,1682,6103,12,8,3,1,7,3.52704286532955,117.578306683365
59,2018-05-01,960,4137,21,7,0,0,24,4.86802664066289,55.2825229371578
60,2018-05-01,4385,6226,11,6,3,4,11,1.25627914198303,110.672863254383
61,2018-05-01,35,4538,18,9,0,1,28,2.38302205731745,25.7447436939502
62,2018-05-01,2866,5564,15,9,1,4,21,1.63817515386099,127.895055553809
63,2018-05-01,3533,4280,15,9,0,0,32,1.30449178840415,18.6500476088984
64,2018-05-01,4413,5411,17,8,1,0,24,7.61060438489944,23.4120285485608
65,2018-05-01,99,4825,13,4,2,1,20,1.75394731457632,141.922995696041
66,2018-05-01,334,3100,12,2,1,2,11,1.49848442345003,145.843012309028
67,2018-05-01,3205,4223,15,12,0,0,14,3.73019647338019,32.0414408176557
68,2018-05-01,684,5435,14,8,2,1,8,5.35258004186916,36.3638664708219
69,2018-05-01,567,9536,13,8,6,1,16,2.85865649102028,24.4984031838701
70,2018-05-01,2119,4527,10,7,1,4,14,1.27312006169451,112.125832390481
71,2018-05-01,804,5414,15,11,1,0,18,5.63868386130508,37.3387318850145
72,2018-05-01,4898,5089,16,6,1,0,40,0.885190397747941,22.6992592063524
73,2018-05-01,2687,4618,17,11,0,0,22,4.68071237359562,49.8535069137669
74,2018-05-01,1512,4141,17,7,0,0,33,2.41284878547214,32.1702485557119
75,2018-05-01,23,4813,19,11,0,1,11,9.13353138196365,79.3424627351045
76,2018-05-01,321,3188,12,3,1,2,8,1.88240510678119,101.242678468886
77,2018-05-01,4366,2467,15,3,0,1,13,2.66986650931531,32.0974042877233
78,2018-05-01,191,4200,14,4,1,4,15,1.49501099280184,104.662391531464
79,2018-05-01,1521,2804,15,5,0,1,13,2.04178191654251,26.5795403038003
80,2018-05-01,4722,4908,16,9,0,1,38,2.08239010320697,19.7638055675131
81,2018-05-01,3122,4383,12,7,1,1,20,1.82631226237127,118.710177053759
82,2018-05-01,254,4362,16,12,0,0,21,1.12392767099765,13.1400692774004
83,2018-05-01,382,4482,20,9,0,0,32,0.824388658781125,41.573560911227
84,2018-05-01,4076,3794,16,7,0,0,29,1.43590933422158,32.4262195792402
85,2018-05-01,3148,5190,20,8,1,2,8,7.90173013845606,74.3304364184432
86,2018-05-01,4613,5233,17,10,0,0,42,2.83036364723814,36.2606239244831
87,2018-05-01,3129,4519,16,7,0,0,22,12.1890983573597,71.9499228744135
88,2018-05-01,250,3605,16,10,0,0,12,2.05415980556754,31.1380707159963
89,2018-05-01,2726,2986,14,3,0,5,10,1.86222111566857,27.8938142213686
90,2018-05-01,3662,2705,18,4,0,1,11,2.54524320306755,39.7128424298215
91,2018-05-01,3622,3041,10,8,0,1,12,1.41312528506068,131.073601186988
92,2018-05-01,3493,3719,13,7,0,5,9,2.19496096040217,131.156927356153
93,2018-05-01,1247,4866,12,6,2,0,13,4.16013772429539,30.2625770886031
94,2018-05-01,438,4816,11,7,1,3,18,3.65911091698462,40.0559354852603
95,2018-05-01,642,2293,14,3,0,1,13,1.43041310200926,119.016454645298
96,2018-05-01,3736,2943,11,6,0,1,16,1.92633707655845,61.4985894019695
97,2018-05-01,436,4536,10,11,1,1,12,0.357211775737255,130.977994742074
98,2018-05-01,1401,4465,12,8,1,2,13,2.15040917914968,78.4799716639293
99,2018-05-01,2276,4175,13,5,1,1,14,6.24763960795945,27.4157054980892
100,2018-05-01,138,4299,13,7,1,2,15,0.989296917138831,52.9118112877169
101,2018-05-01,454,6504,12,10,1,11,12,1.04291377444144,86.2797314401529
102,2018-05-01,76,2514,15,3,0,1,12,3.63522051796467,40.2121391913855
103,2018-05-01,726,3250,13,5,0,4,15,0.495628922676058,63.395225148661
104,2018-05-01,1103,7966,12,7,5,2,8,1.66161938177687,152.978568168066
105,2018-05-01,4240,2877,15,5,0,0,20,1.26787867819715,18.0989302884219
106,2018-05-01,4522,2983,13,3,1,0,13,0.828598381547652,130.422469688716
107,2018-05-01,1649,8871,10,9,5,5,6,2.71181921336441,165.495590444956
108,2018-05-01,3025,4533,21,5,0,1,43,1.32877825043919,45.8877284801615
109,2018-05-01,3780,4581,16,4,2,0,14,2.81262395445199,27.9777917096573
110,2018-05-01,4670,4756,14,7,1,1,27,1.06050220581329,164.7614389679
111,2018-05-01,2144,3017,18,5,0,0,13,4.66705163282585,72.2525435216444
112,2018-05-01,108,4647,15,5,1,3,17,4.46813460559023,39.0317063571948
113,2018-05-01,1955,2834,13,2,0,5,14,0.839097688251515,84.2169619056095
114,2018-05-01,192,4724,11,5,2,1,15,2.24371912450858,95.7967121804912
115,2018-05-01,2418,4166,17,8,0,0,31,1.66257753927169,40.6400588864178
116,2018-05-01,1486,3614,20,6,0,0,26,1.13533125947368,16.6848200252117
117,2018-05-01,3001,3848,18,5,0,1,22,6.48202332738985,55.0001089345422
118,2018-05-01,3538,3682,17,7,0,1,22,1.32076814606014,25.3459551140714
119,2018-05-01,4152,3212,12,4,1,0,10,3.12022634604271,28.5689054192779
120,2018-05-01,3076,3060,16,5,0,0,24,0.600822207089143,25.9807871314022
121,2018-05-01,1180,5566,22,11,0,0,21,12.1604956651685,56.6236167130934
122,2018-05-01,2259,4758,13,3,2,3,16,1.07623868346014,222.393901409598
123,2018-05-01,360,3705,13,5,1,1,14,1.54748237557187,101.030595093738
124,2018-05-01,605,3457,12,6,0,0,21,6.06623669099222,35.0087732258312
125,2018-05-01,101,7287,17,17,1,1,33,1.8681351405859,26.5446766029228
126,2018-05-01,101,4169,22,8,0,0,26,1.69358452597581,20.8792617885259
127,2018-05-01,2343,3507,12,12,0,0,6,2.06761961335646,76.7540073103377
128,2018-05-01,1615,4966,17,15,0,1,15,1.65573180133375,18.2972662676326
129,2018-05-01,2018,3640,11,9,0,3,11,1.39702615209397,157.798554219337
130,2018-05-01,1162,4429,9,6,1,4,17,1.29131324228808,159.756197418394
131,2018-05-01,4891,5938,21,12,0,0,16,16.8795193255432,69.91863475401
132,2018-05-01,4958,4389,19,6,0,2,13,11.8882632032007,67.457638977159
133,2018-05-01,400,5443,20,12,0,0,39,0.933705355530968,21.9398128204955
134,2018-05-01,932,3229,18,4,0,2,15,3.78661686179869,21.1570215826795
135,2018-05-01,4483,3317,19,3,0,1,14,8.66734197477124,52.1335068894529
136,2018-05-01,693,6067,13,9,0,15,10,1.17427992175169,98.0859603858408
137,2018-05-01,3568,3711,14,3,1,1,21,1.61095194182197,174.302665532448
138,2018-05-01,1451,4884,15,8,1,3,8,5.33993178151131,38.009096615397
139,2018-05-01,7,4663,13,6,1,2,18,5.127165677078,24.4926907995137
140,2018-05-01,1449,3687,19,6,0,0,28,1.37358312757437,20.2364720402181
141,2018-05-01,1593,4620,15,11,0,1,28,0.702878481930692,22.9777680857532
142,2018-05-01,2549,4946,13,13,1,1,8,0.959708667350542,112.006581556134
143,2018-05-01,1330,6236,18,7,1,0,52,3.36423833494252,30.843970202533
144,2018-05-01,848,3670,15,5,1,0,15,1.69600563193977,107.420899991125
145,2018-05-01,2167,4126,17,9,0,0,27,1.25773235837166,12.9955561193697
146,2018-05-01,338,4165,21,8,0,0,10,10.1491734622946,65.8285177196838
147,2018-05-01,1172,4466,20,10,0,1,18,3.66026937289654,71.8178993867657
148,2018-05-01,4110,3805,23,6,0,0,28,0.553976161698294,28.0504047658871
149,2018-05-01,4923,7140,14,7,4,1,14,1.39716971976933,65.3305310597306
150,2018-05-01,2396,4534,15,9,0,1,33,1.33628303372194,23.737626011401
151,2018-05-01,3913,5937,14,19,0,0,15,6.86655396288399,87.4786378061227
152,2018-05-01,3659,4044,16,8,0,0,23,4.94121640224648,66.0187451370305
153,2018-05-01,461,5156,16,8,0,0,48,3.55714263843556,30.3686972564545
154,2018-05-01,4096,4267,20,9,0,1,20,2.67042735051528,64.2767371702186
155,2018-05-01,4236,3191,14,6,0,0,21,2.40651651859202,44.3969571125816
156,2018-05-01,4248,5299,15,16,0,0,24,1.49406976108763,36.8843532974776
157,2018-05-01,335,6195,18,19,0,1,16,4.95022407030032,30.2729128328605
158,2018-05-01,645,4453,17,13,0,0,19,0.531385106236985,37.0043682460075
159,2018-05-01,1612,5878,11,12,2,2,9,0.781199797926882,163.635840404347
160,2018-05-01,1879,6300,18,18,0,0,34,1.00352458882482,21.142559665964
161,2018-05-01,1691,3512,19,5,0,0,18,6.62022482798594,48.0838891422078
162,2018-05-01,3791,4652,12,14,0,2,12,2.51539547091523,106.325920315986
163,2018-05-01,1830,2556,18,3,0,0,15,3.05900579590163,73.403209051446
164,2018-05-01,1640,2936,17,5,0,0,10,5.85682892536263,40.0636134723519
165,2018-05-01,1316,4346,15,11,0,0,16,5.96097399072773,68.1822326827106
166,2018-05-02,2773,5383,17,16,0,1,10,6.32987597074988,76.3513105341259
167,2018-05-02,3410,4902,19,9,1,1,17,1.02198482861387,26.4499403480754
168,2018-05-02,3081,3536,17,5,0,0,21,6.35961363004297,54.5456116130636
169,2018-05-02,3543,4873,15,10,1,0,13,4.72936598891205,60.3705287726273
170,2018-05-02,3395,3438,17,6,0,0,16,5.87621680524196,61.8214570250399
171,2018-05-02,3206,5850,12,1,4,2,10,1.50288893996887,124.745953987095
172,2018-05-02,4190,7744,12,5,4,6,14,2.4414068550985,115.23772016034
173,2018-05-02,3909,3178,17,5,0,0,24,1.27910105709486,25.7735664173018
174,2018-05-02,1120,4694,16,12,0,0,29,0.438050401059741,42.5463856609005
175,2018-05-02,832,2839,13,6,0,0,15,2.39248087020265,110.266040418546
176,2018-05-02,3397,3377,16,2,1,1,13,3.26945057046933,44.4178830845156
177,2018-05-02,4359,7024,18,12,1,0,22,16.2400284408107,82.5821677374968
178,2018-05-02,1070,5039,13,9,1,4,12,1.89172259934799,101.452818841045
179,2018-05-02,49,4275,16,8,0,1,31,1.24726490875654,16.7868284377222
180,2018-05-02,1301,8742,12,6,6,1,12,1.4181578728608,105.336204580877
181,2018-05-02,2238,2930,13,2,1,0,10,3.80014529951931,41.946341401653
182,2018-05-02,4268,3737,19,7,0,1,21,1.36882407814298,15.9918370690592
183,2018-05-02,2590,3284,15,8,0,1,13,0.841333923776261,87.9325276550443
184,2018-05-02,362,5129,13,3,2,6,11,1.2928479987196,123.157806555501
185,2018-05-02,1398,3794,11,9,1,0,6,1.44029447718228,93.2299575971973
186,2018-05-02,4148,5296,15,8,2,0,14,2.46088550806228,31.1206272161004
187,2018-05-02,762,3891,17,7,0,0,31,0.910936073967938,35.8162492894128
188,2018-05-02,2326,3567,15,7,0,0,25,1.66753667432241,15.1837486597075
189,2018-05-02,2123,3740,13,5,1,0,18,1.89961195046725,110.264413341857
190,2018-05-02,4580,5141,12,9,2,1,9,0.905142670039452,86.3173046328882
191,2018-05-02,3984,3376,19,6,0,1,18,1.26074614055738,37.7728367448832
192,2018-05-02,2773,4555,25,8,0,0,21,6.54657449723782,83.1559805648687
193,2018-05-02,2903,5879,18,13,0,1,24,9.79361767275532,66.4971552329404
194,2018-05-02,2585,5598,22,15,0,0,26,1.97889579703043,20.4157153134218
195,2018-05-02,2942,4389,17,4,1,0,8,13.3906983006351,39.4190230313264
196,2018-05-02,2884,2706,18,2,0,0,26,1.06379907167966,31.8374863548789
197,2018-05-02,3552,5575,12,4,3,1,13,3.24952559512909,21.3816864731058
198,2018-05-02,4630,4774,22,7,0,0,39,3.23958629250199,38.3058176092144
199,2018-05-02,2233,6245,13,3,3,6,14,0.953710796945116,116.947288388214
200,2018-05-02,4167,4138,19,7,0,1,17,7.38165515216601,103.522928550222
201,2018-05-02,2024,3114,13,4,1,0,10,1.63760667060014,132.571447850583
202,2018-05-02,1100,5037,14,6,2,0,17,2.87301120825077,99.183235773662
203,2018-05-02,2333,4350,21,8,0,0,12,11.0045420055745,42.8135209357292
204,2018-05-02,4205,5410,16,14,0,1,23,4.60358930235155,115.818328484378
205,2018-05-02,3804,5893,13,5,2,2,25,5.92654550274368,35.8669990564469
206,2018-05-02,898,3556,15,8,0,0,8,8.06157113796879,66.0838022732384
207,2018-05-02,3640,4684,12,8,1,3,15,1.34074514358639,80.7780059239335
208,2018-05-02,4731,4694,13,6,2,0,11,2.93928143011286,30.5240364329199
209,2018-05-02,827,4220,15,5,1,1,18,3.7000579917343,27.0309804798766
210,2018-05-02,3326,10348,15,6,7,1,22,0.980112881114835,116.557896365273
211,2018-05-02,2398,4323,19,8,0,1,30,0.728332478667654,18.1558416141229
212,2018-05-02,1971,5254,19,7,1,0,33,2.53979843280472,21.3810453748139
213,2018-05-02,1561,3406,12,5,1,0,14,1.05535222498343,133.227171619802
214,2018-05-02,2274,3725,12,6,1,0,15,1.74969582008973,19.0477688478912
215,2018-05-02,1690,5516,20,12,0,1,33,2.66238853789937,27.47954259004
216,2018-05-02,2396,2871,21,4,0,0,16,2.21466081602635,26.5299340247462
217,2018-05-02,4879,5643,20,9,0,0,18,19.434871078615,46.8407264711837
218,2018-05-02,3870,3813,12,12,0,0,14,1.13297483398686,101.034915615896
219,2018-05-02,2032,2643,17,3,0,0,21,1.43349510899834,26.7589474209904
220,2018-05-02,4926,3974,16,5,1,0,22,0.735737800976864,30.1845943878232
221,2018-05-02,3237,4030,12,6,1,1,18,1.29666986693323,127.310659864393
222,2018-05-02,4758,3739,10,13,0,0,11,0.888065520461832,150.873486621474
223,2018-05-02,2746,3406,14,6,0,0,27,1.56189415033392,41.8130130014814
224,2018-05-02,459,5311,13,9,2,2,7,1.10793115239542,110.702556864424
225,2018-05-02,4629,5105,11,5,2,4,13,1.05304964127068,172.478250099525
226,2018-05-02,2125,3276,14,2,1,2,14,0.76119006906587,127.981955120418
227,2018-05-02,4094,3411,9,7,0,4,12,1.61274707766564,169.833759893474
228,2018-05-02,3425,3334,13,4,1,2,8,0.841242842055686,140.662354763114
229,2018-05-02,536,5858,19,10,2,0,12,3.07620473708099,26.3916404522092
230,2018-05-02,1658,3169,13,3,1,1,7,3.68631289604528,65.5725680852029
231,2018-05-02,385,4411,17,12,0,0,20,1.61435286224889,21.9612424320069
232,2018-05-02,4178,4510,22,8,0,0,22,7.09576542524181,39.5628391315518
233,2018-05-02,3034,3917,19,4,0,1,24,7.67004240275996,46.2122947276631
234,2018-05-02,4360,4791,14,2,2,3,19,1.40592318862891,122.942619197428
235,2018-05-02,1295,5383,23,12,0,0,23,6.83193364440231,73.4654059450164
236,2018-05-02,192,4191,14,4,2,0,7,3.41132100776087,101.954334621228
237,2018-05-02,2858,6129,14,16,0,0,20,12.2889299319643,53.2318103429008
238,2018-05-02,4710,4204,20,4,0,0,44,2.04113720725951,18.8967413626937
239,2018-05-02,911,7195,11,14,3,1,8,2.4529465213409,107.332130129531
240,2018-05-02,3293,2777,14,3,0,4,12,0.772427331907758,78.3135234277813
241,2018-05-02,3799,3373,10,6,1,1,6,1.72903605915404,89.9296706784476
242,2018-05-02,1235,4804,18,9,0,0,39,1.54438381102197,21.1232657675116
243,2018-05-02,1869,4057,21,8,0,0,20,4.06817347638034,68.3316387195308
244,2018-05-02,1272,4135,12,9,0,6,8,1.34919561098941,141.756355336102
245,2018-05-02,1557,3726,13,3,1,2,16,2.75726898186224,119.626174682741
246,2018-05-02,1083,3329,16,6,0,2,14,2.28867286211556,26.8023464472637
247,2018-05-02,4089,6577,15,14,2,1,15,0.767433323116681,143.021983149806
248,2018-05-02,704,3048,11,5,0,1,22,1.97946051584387,104.47728657162
249,2018-05-02,1181,4300,14,8,1,0,13,3.49646305150037,24.5184088471078
250,2018-05-02,2039,5952,14,8,3,1,7,1.01786994972433,115.5890364342
251,2018-05-02,2720,4253,22,9,0,0,25,1.03130765765893,18.8652143006333
252,2018-05-02,151,6864,21,15,1,1,28,2.14304423098814,22.1213246623884
253,2018-05-02,27,5118,10,11,1,3,15,0.684485942996253,99.2296656010908
254,2018-05-02,3551,2226,16,3,0,1,8,2.26038485842357,36.9247375443959
255,2018-05-02,2020,3803,17,7,0,0,30,0.526199083337292,41.5153759835921
256,2018-05-02,4162,6702,14,3,0,22,13,3.51638767326306,150.033448296853
257,2018-05-02,1808,3814,18,6,0,0,16,9.1363813630155,61.5067105032963
258,2018-05-02,194,3980,21,7,0,0,28,1.30344153208231,42.6376376732962
259,2018-05-02,4384,4791,9,5,2,3,11,1.90941565863105,102.295202850117
260,2018-05-02,571,3302,17,4,1,0,8,2.51989806702361,19.1811053688171
261,2018-05-02,3049,3109,12,8,0,1,10,2.08819330190091,66.4354377234152
262,2018-05-02,2448,6954,14,7,4,0,10,3.53679674867108,21.0615631604055
263,2018-05-02,1637,4085,12,8,1,0,14,1.84641550933313,140.217792572536
264,2018-05-02,2255,2095,14,5,0,0,7,0.44882511634879,84.5603306209013
265,2018-05-02,3291,3013,17,4,0,0,16,5.63040252986676,72.2248948932573
266,2018-05-02,3434,5241,20,10,0,1,35,2.91300602277324,23.3721614785647
267,2018-05-02,3048,4530,15,6,1,1,15,6.30410400136072,17.8734049789733
268,2018-05-02,3649,4855,12,13,1,1,7,1.04707561311303,69.4660908121043
269,2018-05-02,780,3313,15,3,0,0,30,4.63294266540606,58.7919238075249
270,2018-05-02,1513,3690,14,6,1,0,10,2.89759338143056,38.4042188042632
271,2018-05-02,4629,4383,14,4,1,5,14,1.83452387706633,96.5453067451307
272,2018-05-02,247,4988,18,8,0,1,18,13.8794078094308,53.9558056585394
273,2018-05-02,2421,4242,15,2,2,1,9,4.4208146306272,21.7772442769124
274,2018-05-02,1861,3349,14,6,0,0,16,6.48863476221412,62.6127668332034
275,2018-05-02,3229,4641,17,6,1,0,22,4.91414978316892,36.5744647288151
276,2018-05-02,4704,3301,20,3,0,0,31,1.51040532469884,24.3269946040251
277,2018-05-02,2414,3916,16,6,0,2,28,1.15714693422928,38.1282460034732
278,2018-05-02,516,5761,20,16,0,0,29,1.10784981154856,23.8914296397986
279,2018-05-02,1029,6382,14,6,2,2,20,10.8202628214891,44.0053651856221
280,2018-05-02,1891,5046,16,11,1,1,15,0.957717597065643,23.3469889159896
281,2018-05-02,3656,4034,12,13,0,0,12,2.34248317153066,82.3058412288913
282,2018-05-02,3299,4498,15,5,1,0,30,2.48068938741585,29.4209207798198
283,2018-05-02,1624,3718,17,11,0,0,12,0.684881025208185,26.3129817041194
284,2018-05-02,2496,3925,14,5,1,0,18,3.2496630016524,46.9550767242133
285,2018-05-02,3597,3913,20,5,0,0,24,7.1317835400079,100.105227197205
286,2018-05-02,1304,4435,18,11,0,0,18,4.35217524974758,66.0558975556185
287,2018-05-02,535,4635,21,10,0,0,27,2.3529908887083,30.0312496420951
288,2018-05-02,3024,8811,9,2,6,6,8,3.61315750605989,135.850762154549
289,2018-05-02,3741,6262,18,10,2,1,16,3.62072349546968,50.5236514952423
290,2018-05-02,4589,3608,15,4,1,1,10,3.5819611903841,26.5668897016206
291,2018-05-02,689,3726,15,3,1,3,12,1.76296536556307,134.587906774032
292,2018-05-02,2707,5430,17,14,0,0,29,3.30360442318918,22.0647732447643
293,2018-05-02,480,4650,18,7,1,0,15,6.00321250828175,47.0868304629554
294,2018-05-02,4494,4354,13,3,2,0,11,5.54380170570667,43.9093169373821
295,2018-05-02,3330,3612,11,4,1,0,20,2.61643902587929,102.50898252757
296,2018-05-02,3609,2739,10,2,1,0,8,4.38506745755747,94.9034682285592
297,2018-05-02,1300,4085,20,6,1,2,5,2.35362181733551,40.1354278392324
298,2018-05-02,409,3599,14,5,0,0,33,2.4860910983638,28.8842836413633
299,2018-05-02,2293,3198,19,6,0,0,18,1.47912183606255,26.8418395108499
300,2018-05-02,2292,4391,10,4,2,1,14,1.90875304218859,60.3599765020475
301,2018-05-02,3497,4214,18,10,0,1,13,4.64478246408672,80.9688542465909
302,2018-05-02,2707,4934,21,3,1,0,36,4.83877783530212,15.9688264669044
303,2018-05-02,1060,2647,11,4,0,4,6,1.96660802846614,140.346069344191
304,2018-05-02,4135,3150,17,5,0,0,20,3.00451957939549,31.1737184834197
305,2018-05-02,4143,5052,21,11,0,1,29,1.52018037438731,28.6056998720111
306,2018-05-02,1982,2887,13,8,0,1,7,0.868043866849465,137.503219275109
307,2018-05-02,2579,3752,20,4,0,1,30,2.51635651762109,67.4599662295393
308,2018-05-02,3613,3948,12,8,1,0,14,0.481504990474387,136.540831301138
309,2018-05-02,4334,5064,17,11,0,0,38,1.13760586242445,18.9140980028306
310,2018-05-02,4387,4967,17,10,0,0,11,15.666346768878,56.5724271168667
311,2018-05-02,3113,3218,19,4,0,1,21,2.17712506313014,32.3071307434678
312,2018-05-02,3067,3593,17,5,0,0,32,1.42779450857621,12.5687482375136
313,2018-05-02,1317,2184,15,2,0,0,15,2.84382493172911,29.7930260382681
314,2018-05-02,1621,6836,16,8,3,4,7,2.85862127514692,28.6037169585784
315,2018-05-02,4319,5319,18,8,1,0,29,3.68710414830508,28.0816151536334
316,2018-05-02,148,6023,21,13,0,0,43,2.23058720139793,20.7558028075418
317,2018-05-02,4421,3792,18,8,0,0,23,1.41864536785828,46.9554840440583
318,2018-05-02,848,2095,10,5,0,1,6,0.952731323185499,126.570696589519
319,2018-05-02,1716,4037,19,6,0,0,33,2.3682745152279,19.4278368996255
320,2018-05-02,651,4530,16,11,0,1,13,6.79582107932806,45.2444349875992
321,2018-05-02,4353,3086,16,8,0,0,10,1.85922221912523,15.3442010330528
322,2018-05-02,2322,5354,17,11,0,0,26,10.0381476636682,55.7135238828755
323,2018-05-02,3283,3696,18,5,0,0,32,1.96406419091491,39.1818033200221
324,2018-05-02,4562,5393,18,15,0,0,24,2.92788513216682,20.7442154921231
325,2018-05-02,1083,7031,15,5,4,1,16,2.80610243980681,25.5417505004034
326,2018-05-02,3207,5960,22,14,0,0,24,8.602162908911,36.5125538268012
327,2018-05-02,604,5057,22,8,0,1,18,12.5663101425287,101.402798998622
328,2018-05-02,2250,3561,14,5,0,1,31,1.11487903530553,26.7585575955452
329,2018-05-02,768,4487,16,7,1,2,13,2.36770919874249,35.5266067492955
330,2018-05-02,4478,2760,15,5,0,0,17,1.60038568495294,35.4887128920397
331,2018-05-02,3154,4635,19,5,1,0,13,10.3500969402548,46.6083934953984
332,2018-05-02,1721,3044,19,2,0,0,23,5.4403355351132,60.3902743522596
333,2018-05-02,351,4640,20,7,0,1,29,5.90204451184469,70.5936981004094
334,2018-05-02,1468,6848,16,12,1,1,47,0.975468328345779,17.5757744930691
335,2018-05-02,4751,2991,19,5,0,0,13,3.91477256325153,48.2951849202622
336,2018-05-02,4880,4322,21,9,0,0,16,6.72237772527888,84.5246867997006
337,2018-05-02,3319,6673,18,13,1,1,22,8.72520934294921,68.7433701888137
338,2018-05-02,734,4347,9,6,0,9,16,0.972587288726945,160.042685618454
339,2018-05-02,4826,5450,21,12,0,0,12,14.0047616270404,42.7211295981722
340,2018-05-02,4459,4160,15,10,0,2,9,5.60391924463096,31.4157915273962
341,2018-05-02,603,3885,15,7,0,0,33,0.851194739315283,22.951500762141
342,2018-05-02,3116,3432,14,6,1,0,8,1.32493213968071,83.5715008250335
343,2018-05-02,2627,5324,20,13,0,0,24,5.24123610883391,43.3612454577626
