"PlayID","Date","CustomerID","Experience","Pokestops","Gyms","Raids","Social","Pokemons","Distance","Duration"
105,2018-09-01,1821,2816,16,3,0,0,22,3.15752173687593,18.1946104727879
106,2018-09-01,3080,4160,19,8,0,0,10,11.099665132259,91.3954572373968
107,2018-09-01,2988,3265,12,3,0,5,16,2.64502779548093,106.636824462741
108,2018-09-01,457,5179,16,7,0,1,24,15.7871121171152,55.6965758927316
109,2018-09-01,394,3759,10,11,0,1,13,2.09103624712121,74.3354027473676
110,2018-09-01,410,3805,14,7,0,0,33,0.549096396608318,22.8991156732566
111,2018-09-01,387,4405,18,7,0,1,30,4.05330091906129,54.1744171419084
112,2018-09-01,709,3732,15,7,0,1,23,2.31685703575163,17.9650495476298
113,2018-09-01,3810,3835,19,4,0,0,39,1.34721345860662,26.4580663231027
114,2018-09-01,1103,3849,13,3,1,3,17,1.48899802575009,112.103016067184
115,2018-09-01,457,5610,16,15,0,1,9,11.60392401501,36.310622337237
116,2018-09-01,1825,3062,15,4,0,0,26,2.11595376573359,30.5340440988274
117,2018-09-01,3810,4662,17,7,0,1,42,1.11972595974979,11.2502876519209
118,2018-09-01,3038,2744,17,4,0,0,19,1.43999878217869,17.0343235014704
119,2018-09-01,4738,3233,22,3,0,0,27,1.82619214019691,37.9276079004914
120,2018-09-01,1269,5079,9,9,1,5,15,0.789297946595035,90.7573713036971
121,2018-09-01,4300,3838,12,6,1,0,9,5.87854990057302,33.7611244085433
122,2018-09-01,212,3030,13,3,0,0,17,9.30109906581887,51.6903063669637
123,2018-09-01,3664,4611,13,11,1,0,9,3.11002839039317,102.209849212246
124,2018-09-01,152,4369,16,5,0,1,19,14.1890773561049,55.7106992830153
125,2018-09-01,3160,6439,18,13,1,2,25,2.88979828002274,46.1921494300904
126,2018-09-02,286,5038,19,10,0,2,26,3.88234425844956,64.9400364275061
127,2018-09-02,2412,4251,10,11,1,1,5,1.0129579365169,123.296434739464
128,2018-09-02,3041,5255,14,7,2,1,17,1.04850849930149,138.875047296737
129,2018-09-02,1325,4256,18,7,0,0,38,0.557820917663736,38.2488847591749
130,2018-09-02,262,4682,16,14,0,0,13,4.32262334484004,45.5608303441225
131,2018-09-02,416,4157,16,11,0,1,11,4.07244351803191,90.5434546762909
132,2018-09-02,2163,4863,10,3,3,0,13,1.12558567235521,95.1263988140246
133,2018-09-02,4793,4907,20,9,0,0,15,13.5702246925674,75.4708419027083
134,2018-09-02,429,3399,18,7,0,0,10,5.99239631817881,73.7296279284983
135,2018-09-02,1477,4801,19,9,0,1,24,6.5094345965319,104.592175742998
136,2018-09-02,712,3938,11,7,0,5,16,1.87557545688012,101.734412551819
137,2018-09-02,338,4797,17,9,0,0,16,13.4714725500839,62.529480313633
138,2018-09-02,2882,2993,15,5,0,0,23,0.927928871985168,27.8157580403981
139,2018-09-02,1512,3760,16,3,0,0,43,2.09839908350824,27.0945161315301
140,2018-09-02,1517,3200,13,5,0,1,20,3.50449801120108,50.53017315752
141,2018-09-02,1273,2379,17,3,0,0,16,1.29237296173878,38.1141587486671
142,2018-09-02,1541,4796,10,12,1,2,7,1.45582449118449,151.060667024171
143,2018-09-02,712,5912,11,9,2,3,17,1.11542215835253,77.2776880934108
144,2018-09-02,1625,3436,17,6,0,1,10,6.85674920257731,33.7800386251052
145,2018-09-02,4272,2266,15,1,0,0,16,5.15990730522359,74.6943000045112
146,2018-09-02,4051,2768,14,3,0,0,20,4.67540943590029,34.0653491164323
147,2018-09-02,2146,5025,18,5,1,0,24,9.24919823765052,45.6247830593028
148,2018-09-02,218,3329,19,7,0,1,9,3.28783094576475,59.6768169773156
149,2018-09-02,4356,4354,17,9,1,0,13,0.538230973551318,21.5091735464161
150,2018-09-02,3107,5166,23,10,0,0,37,1.66027652969974,14.3061092017003
151,2018-09-02,4714,5025,15,12,0,0,22,7.75316173056937,118.537534794824
152,2018-09-02,4078,5359,22,9,0,1,24,10.5923507882015,53.7120724421873
153,2018-09-02,2822,5233,15,9,1,1,28,0.831359425884356,26.5919974092516
154,2018-09-02,2172,4072,18,4,0,1,42,0.721055408874206,43.0221566611559
155,2018-09-02,4406,3993,12,5,1,4,7,2.43401306385384,93.0045521128091
156,2018-09-02,2657,6532,20,13,0,1,52,1.32015361126345,18.0343193112696
157,2018-09-02,3252,5105,16,17,0,0,16,1.04861579221493,26.2986633997163
158,2018-09-02,802,8609,15,13,4,0,12,6.59068512531273,61.0368481497029
159,2018-09-02,4521,2589,13,4,0,2,13,0.88594504565662,112.200687850059
160,2018-09-02,4018,3130,20,5,0,0,8,7.29587642793795,57.9972571866671
161,2018-09-02,4356,4512,16,7,0,0,43,1.6163503364532,13.4894312692199
162,2018-09-02,4458,5925,19,12,0,0,48,1.74997603200534,20.4150072540487
163,2018-09-02,945,4618,16,7,1,1,17,3.6757372109225,36.9662002109376
164,2018-09-02,2250,5148,18,8,1,1,19,4.98282561503745,21.9546336716104
165,2018-09-02,4700,6167,17,14,0,1,45,0.67290247917934,25.4809913485067
166,2018-09-02,815,4603,14,10,0,1,29,2.52554767109291,19.6495927143917
167,2018-09-02,4727,5633,20,11,0,0,17,15.8343759848679,79.3268403309491
168,2018-09-02,367,4190,10,8,1,1,15,1.40465201694108,164.859360858513
169,2018-09-02,4809,2424,10,5,0,1,13,0.738185711732153,125.903751593858
170,2018-09-02,500,2660,16,5,0,0,9,4.09850763851731,44.1224594312993
171,2018-09-02,690,5269,20,12,0,0,36,0.690945355145119,21.5175335440695
172,2018-09-02,3174,4697,11,10,1,1,13,2.97112472855855,94.8734573923514
173,2018-09-02,1233,4272,14,5,1,1,22,2.72358176827136,37.4176030366724
174,2018-09-02,2194,4467,9,5,2,1,14,1.16846307156476,67.224388593504
175,2018-09-02,4327,4869,19,12,0,1,24,1.18996174217062,33.2417251067758
176,2018-09-02,62,3214,16,5,0,0,26,1.1351723156621,13.6833039193629
177,2018-09-02,2194,3363,11,6,1,1,6,1.13057345130458,134.717462960807
178,2018-09-02,3725,4099,16,5,1,0,22,1.98967512274177,47.7785486974349
179,2018-09-02,937,4178,14,9,0,1,26,1.78419005663315,31.9928658800779
180,2018-09-02,187,3928,16,9,0,0,15,5.7796352674973,62.5091377687966
181,2018-09-02,2194,8188,13,7,5,1,16,1.37817059376321,93.9317525895259
182,2018-09-02,2194,2667,11,1,1,0,12,3.16961492105998,124.653194199095
183,2018-09-02,4458,3729,17,7,0,0,26,1.78895844079633,24.3858117532783
184,2018-09-02,737,5325,17,5,1,1,25,10.2507899176988,42.6454996964851
185,2018-09-02,4208,6479,10,6,3,4,16,1.79456533732981,145.347220437026
186,2018-09-02,216,5606,19,15,0,1,16,6.56120262535437,33.9228858629123
187,2018-09-02,261,5297,18,5,1,2,38,0.96574497037711,18.9533472343133
188,2018-09-02,2717,3534,14,5,0,1,26,3.34322222675562,18.9521304285764
189,2018-09-02,4013,3548,15,9,0,0,11,4.47942092748895,71.3178065191037
190,2018-09-02,3539,6156,12,8,3,1,10,2.56379838258149,143.948685125565
191,2018-09-02,3026,8894,17,8,4,8,10,3.43950749307221,215.161563624407
192,2018-09-02,1241,4409,10,9,1,1,14,2.08688437046863,95.865776149746
193,2018-09-02,1403,6091,12,6,2,7,15,1.40880416972721,64.5243497227954
194,2018-09-02,504,3076,17,3,0,1,10,9.2583734685266,146.071717548452
195,2018-09-02,2204,4395,20,7,0,1,35,0.449794890920985,17.6407720296056
196,2018-09-02,704,3471,13,7,0,4,10,1.20879949163548,68.1638445391875
197,2018-09-02,2569,3723,18,7,0,1,21,1.73061322675288,52.0811095301893
198,2018-09-02,1733,11361,13,4,9,1,10,2.11071170041224,110.943916173587
199,2018-09-02,3515,4398,18,4,0,1,23,13.4828326421135,72.3492403235882
200,2018-09-02,2614,5009,19,9,0,3,18,7.58816203346791,51.1800965857695
201,2018-09-02,1712,5709,14,13,1,4,9,1.58549065445969,144.150779990999
202,2018-09-02,1471,3772,19,10,0,0,11,2.71576370069073,69.9499583388791
203,2018-09-02,2508,2689,15,3,0,3,11,1.88590199593695,138.993321039517
204,2018-09-02,1827,2483,14,5,0,1,9,1.33320856929239,123.898834833793
205,2018-09-02,835,4223,15,8,0,0,31,3.23417993807911,24.9368376788458
206,2018-09-02,1662,7038,13,3,5,0,13,1.37695404112744,153.018822271119
207,2018-09-02,2670,3867,13,10,0,0,19,2.66857177429658,36.9106815413692
208,2018-09-02,377,4293,14,11,0,0,14,6.92737007243042,53.6443101419273
209,2018-09-02,82,3655,18,3,0,0,39,2.05201738769339,24.712016017562
210,2018-09-02,3377,3628,17,5,0,0,34,0.782484500269192,23.6492111526558
211,2018-09-02,3378,3772,16,5,1,1,13,1.21982724366601,32.0684144655885
212,2018-09-02,1880,5465,18,14,0,1,29,1.14733274524929,38.9068921502899
213,2018-09-02,4346,3539,10,6,1,1,11,0.891396190827913,52.8384126968027
214,2018-09-02,4395,2423,14,3,0,1,14,2.23128484688152,24.1127938810533
215,2018-09-02,554,5643,17,7,1,1,43,0.431510394568506,46.6038588989167
216,2018-09-02,2860,5577,19,8,0,0,23,18.7663901256304,57.702924265992
217,2018-09-02,1355,5568,18,12,0,0,41,2.18102341388615,26.8370663025075
218,2018-09-02,3018,4884,16,12,0,0,29,2.33742132227965,20.5505669123635
219,2018-09-02,2922,2267,18,3,0,0,9,3.17415846239872,35.5117851516524
220,2018-09-02,4371,3967,10,4,1,6,7,1.16786879416146,127.384923490853
221,2018-09-02,2099,3157,12,5,1,1,5,1.06932858319322,78.0453025185522
222,2018-09-02,553,4068,17,7,0,0,21,7.68180909565082,46.3045631022205
223,2018-09-02,1168,9426,13,5,7,2,6,0.756426565119104,123.374723745501
224,2018-09-02,3081,4630,19,10,0,0,13,10.2998786082423,72.299644199415
225,2018-09-02,1477,4230,20,7,0,0,31,2.80383110074159,72.5589521181697
226,2018-09-02,2430,5870,13,4,3,2,17,1.69503639863659,72.7431078937089
227,2018-09-02,1733,9262,12,12,5,1,20,0.615289345132857,116.180472819456
228,2018-09-02,4187,3403,12,5,1,1,10,1.03020485731502,98.0010366539995
229,2018-09-02,1712,5264,13,12,1,3,9,1.63740516917469,59.5072757987411
230,2018-09-02,4389,4643,22,9,0,1,28,1.43037705749866,27.8687759016555
231,2018-09-02,4810,4828,20,10,0,0,33,1.78346638711943,22.5288170888406
232,2018-09-02,2883,4154,18,8,0,0,30,1.53825716286486,16.0084453134375
233,2018-09-02,2904,4146,19,9,0,0,25,1.45894616946345,27.843169234166
234,2018-09-02,3080,4417,18,11,0,0,18,4.17009438863634,99.9355348263082
235,2018-09-02,2784,5456,21,11,1,0,22,1.0616965471717,32.7966500608439
236,2018-09-02,709,3915,19,8,0,0,25,1.14860845057263,33.5967743792631
237,2018-09-02,338,3717,16,7,0,0,21,4.66684544500819,56.1764222482238
238,2018-09-03,3213,4889,11,9,1,3,11,3.89174594554102,63.7314818665109
239,2018-09-03,449,4202,17,7,0,1,32,1.52051236400163,29.2038271423008
240,2018-09-03,316,4985,15,9,1,0,13,7.84922827335666,35.0109755585381
241,2018-09-03,1971,5985,18,18,0,0,28,0.854871006362808,16.6785682603228
242,2018-09-03,3162,2619,16,5,0,1,9,1.69123264292345,34.1076673726432
243,2018-09-03,704,4870,13,6,2,3,7,0.699213801422293,95.1396141941936
244,2018-09-03,2328,5162,13,9,1,2,20,3.11526513455874,35.9067490925183
245,2018-09-03,1460,4257,13,7,0,1,31,4.57269776981426,54.3513345288269
246,2018-09-03,1566,3540,17,6,0,1,23,1.39684451725996,22.6394872947396
247,2018-09-03,3664,2826,12,5,0,2,13,1.7603719531607,102.304700742262
248,2018-09-03,336,3693,18,6,0,0,28,1.92840502320174,25.4345077846527
249,2018-09-03,2013,3764,22,3,0,0,12,14.6374189501057,81.8706400393535
250,2018-09-03,827,4170,15,4,1,1,19,4.69718649694514,28.3247149837249
251,2018-09-03,712,8242,11,4,6,0,15,1.42279407902866,109.301668475975
252,2018-09-03,3138,3019,18,4,0,1,17,2.68541205351668,43.4947628520702
253,2018-09-03,1241,3506,13,9,0,0,17,2.05518283727778,77.6142465039217
254,2018-09-03,322,3620,12,7,1,0,10,1.20014057162164,99.2272454563426
255,2018-09-03,3344,4040,20,5,1,0,16,2.39683417897787,31.1360746930059
256,2018-09-03,3539,5665,12,5,3,3,8,0.647001001465876,91.6896156141404
257,2018-09-03,4854,5455,15,8,0,1,21,18.5542039511485,50.6662514559944
258,2018-09-03,916,5242,12,7,2,2,12,2.41985684276427,73.6146548450699
259,2018-09-03,3253,2488,11,4,0,1,17,0.877818772441633,123.734282371756
260,2018-09-03,802,5059,15,6,2,0,13,4.58592905826298,35.6849282998744
261,2018-09-03,3162,4696,15,6,1,1,19,5.95548693350983,25.7621941592112
262,2018-09-03,2351,3391,14,5,0,0,21,6.40548652775126,38.4508351978373
263,2018-09-03,319,3172,21,3,0,1,13,6.7249270978258,95.2198878388938
264,2018-09-03,4439,8169,12,15,4,1,5,1.18737737974937,108.100288398273
265,2018-09-03,3117,3828,18,7,0,0,29,0.780377282551891,20.8118607449535
266,2018-09-03,4395,6834,15,9,3,1,12,4.8421767435472,24.4144527185804
267,2018-09-03,1405,7794,14,13,3,1,18,3.93952963039924,38.2988117029919
268,2018-09-03,2830,4068,13,10,0,1,17,3.67976776089732,67.5391349654825
269,2018-09-03,286,4350,20,4,0,3,17,10.9974960349109,59.1748540778088
270,2018-09-03,382,5409,19,11,0,0,42,1.59076412550701,29.8663078569878
271,2018-09-03,2107,5778,16,13,0,0,18,14.7848403981873,87.6821138469012
272,2018-09-03,1389,3907,17,2,1,0,21,6.07239204196482,62.312799928453
273,2018-09-03,4406,3189,14,8,0,1,10,1.88519511622984,126.382250984833
274,2018-09-03,3038,3834,17,9,0,0,21,1.34442590994525,18.7052732802125
275,2018-09-03,3252,4667,21,8,0,0,37,1.67000392240456,22.982317606487
276,2018-09-03,1375,2081,9,3,0,2,10,1.3061873547684,195.300359823301
277,2018-09-03,3538,3788,17,7,0,0,29,0.88099233340957,26.2650688965435
278,2018-09-03,4553,4627,20,6,1,0,17,5.76661794621076,50.4427417792238
279,2018-09-03,201,4420,15,3,2,1,15,1.20430135406865,65.706137046585
280,2018-09-03,71,5103,20,9,0,1,24,9.02907782227668,68.4668549322834
281,2018-09-03,3006,3879,18,7,0,0,18,6.79269007933121,36.6213988265203
282,2018-09-03,4491,2897,17,5,0,0,19,0.972016355923371,38.2344012140976
283,2018-09-03,1263,5080,11,7,2,2,13,0.796971718161397,99.0386400070012
284,2018-09-03,249,9929,15,10,5,7,10,2.78674951929187,36.9432032045196
285,2018-09-03,1403,3882,11,8,0,6,9,0.823538760206335,46.9274413922527
286,2018-09-03,1519,5708,17,13,0,0,34,5.57664152397143,122.91850988639
287,2018-09-03,916,4453,12,9,1,2,10,1.52947476964523,124.939986584476
288,2018-09-03,9,4454,18,9,0,1,25,3.03519377389577,46.8828495054139
289,2018-09-03,442,3865,16,7,0,0,30,1.64867102226905,13.5529998474107
290,2018-09-03,809,5779,15,7,2,0,19,6.79039129975787,32.2380652514514
291,2018-09-03,1241,5422,12,8,2,3,10,1.22208382386325,75.3462932668958
292,2018-09-03,481,4233,18,11,0,0,9,6.83109635320699,81.3057657009501
293,2018-09-03,1024,4899,12,4,2,5,6,1.98916953937069,106.452421531767
294,2018-09-03,481,3517,19,5,0,0,13,9.16535874905908,59.4873250453296
295,2018-09-03,1479,3392,11,7,1,0,6,1.4166660745643,138.820014534314
296,2018-09-03,3390,5742,11,14,1,1,15,4.42457902660997,110.094074040716
297,2018-09-03,2920,3502,13,7,0,1,22,1.51743978583897,42.0834736960268
298,2018-09-03,2452,3154,17,4,0,0,27,1.54022354351059,26.4089925979991
299,2018-09-03,4580,8613,12,9,5,3,10,1.13182220896919,173.894009273349
300,2018-09-03,827,3271,20,7,0,0,15,1.20619452778937,36.3951655482064
301,2018-09-03,1273,3016,19,5,0,0,20,0.657956290957255,24.8410206054145
302,2018-09-03,3257,4810,21,9,0,1,22,6.59856214421557,63.8856444422146
303,2018-09-03,746,3098,16,5,0,1,13,4.47524651051682,28.8079178848757
304,2018-09-03,4973,5331,15,7,2,1,13,3.30808791917475,29.9277996853112
305,2018-09-03,1241,4082,11,4,2,1,7,1.82141422197471,69.382107949967
306,2018-09-03,27,4079,12,8,1,0,15,1.28804027361489,159.797565977249
307,2018-09-03,2743,5851,22,14,0,0,32,3.50951231476721,40.4840257881983
308,2018-09-03,212,4469,18,5,0,0,14,18.6938535636596,63.4203194408383
309,2018-09-03,4199,6190,18,9,1,0,48,0.900162419988963,19.2570165033678
310,2018-09-03,2885,5099,20,6,2,1,8,2.99455124881668,41.8691797716748
311,2018-09-03,2670,3987,19,9,0,0,21,1.87455444609037,41.0301208008864
312,2018-09-03,3987,3776,17,7,0,0,17,6.75551585234312,54.9704231594837
313,2018-09-03,933,2891,14,6,0,1,7,4.40900885757495,79.8938282521722
314,2018-09-03,2784,4422,20,6,0,0,41,1.72231551382074,30.6586653373641
315,2018-09-03,2717,3768,15,10,0,0,8,6.18496392967127,70.6659047336711
316,2018-09-03,819,3254,19,4,0,0,14,8.04149162473242,93.2582914367043
317,2018-09-03,448,4192,19,7,0,1,31,0.917859013714068,37.4473406618952
318,2018-09-03,1713,7021,11,9,4,0,11,1.20839385729427,152.377728763588
319,2018-09-03,1079,3878,19,8,0,0,25,0.776391603374862,18.90281699387
320,2018-09-03,4776,4392,18,6,0,1,39,1.41927252436879,28.722298514592
321,2018-09-03,712,4664,13,6,1,3,20,2.13594511328074,94.7385656398449
322,2018-09-03,255,4179,16,8,0,0,32,1.79064840336373,17.418771410896
323,2018-09-03,1712,7967,10,5,5,2,18,1.66881478908688,153.442206766306
324,2018-09-03,4327,2929,19,3,0,0,24,1.78593308381483,27.7336805611368
325,2018-09-03,4180,2984,17,4,0,0,23,1.84021924070741,40.1084175128352
326,2018-09-03,2950,5090,16,4,2,1,9,8.39793572647761,57.5589191630318
327,2018-09-03,187,4278,22,7,0,0,11,12.2757721515261,71.6293234256273
328,2018-09-03,2517,4103,16,7,0,0,25,6.53157236213574,81.1798259049499
329,2018-09-03,3247,9131,12,13,4,2,26,2.31011981771116,93.606901551152
330,2018-09-03,2231,3470,18,4,1,0,12,1.70221520815668,24.1871003121745
331,2018-09-03,1705,4353,12,5,2,1,10,0.528841116860648,73.6948271849978
332,2018-09-03,3953,4886,20,9,1,0,20,0.857685019518273,21.5869043113826
333,2018-09-03,912,4493,14,10,0,0,33,1.43336445897088,25.3898428009943
334,2018-09-03,4695,5725,14,7,2,3,15,2.74728706011161,47.1220113815169
335,2018-09-03,4636,5144,16,10,0,1,40,1.43880971058502,19.4213291422443
336,2018-09-03,348,3245,14,5,0,2,16,3.45176580053973,36.6093161002717
337,2018-09-03,1009,4063,18,5,0,0,41,1.13489667192574,17.4206864695383
338,2018-09-03,1241,2854,10,6,0,2,11,2.04328503113931,64.7978365646642
339,2018-09-03,4272,2562,11,6,0,1,9,1.62123293224795,31.3565451295739
340,2018-09-03,4631,5316,13,13,1,0,19,1.16471394003646,25.0760099787604
341,2018-09-03,3000,4248,18,4,0,1,22,12.4830428210303,52.3448021862394
342,2018-09-03,2866,5068,13,8,2,1,9,1.68229434385777,107.635537305146
343,2018-09-03,1224,4042,19,5,0,1,20,8.91609532008024,64.2289666394861
